document_id,chunk_id,page_number,source_file,chunk_start_char,chunk_end_char,chunking_strategy,created_at,text
c01862dcf8b8,c01862dcf8b8_p071_c002_869c57f2aa8808d7,71,The Content of RealSoft (1).pdf,1029,1606,recursive,2026-02-08T13:12:03.627391+00:00,"and
trends, providing a solid foundation for strategic planning.
Our Descriptive Analytics solutions encompass traditional business intelligence (BI)
techniques and visualizations, such as comprehensive reports, pivot tables,
histograms, line graphs, pie charts, and whisker plots.
By summarizing the main features and characteristics of your data, descriptive
analytics presents a clear picture of what has happened without delving into the
reasons or causation.
3- Diagnostic Analytics
Why did it happen, Why is it happening, What are the trends, and What
patterns are there?"
c01862dcf8b8,c01862dcf8b8_p072_c001_ff1f438f30e0c4c4,72,The Content of RealSoft (1).pdf,0,1197,recursive,2026-02-08T13:12:03.627391+00:00,"Identifying the reasons behind trends and correlations between variables is
essential for gaining deeper insights into your business performance.
RealSoft’s Diagnostic Analytics enables you to uncover the drivers of trends and
anomalies, such as unexpected drops in revenue, shifts in customer behavior, or
increases in expenses.
Through data drilling, data mining, and correlation analysis, we help your business
better understand variations in performance and customer behavior.
Data drilling involves diving into datasets to reveal detailed information about the
factors driving observed trends. Data mining hunts through large volumes of data to
find patterns and associations, while correlation analysis examines the strength of
links between different variables.
4- Predictive Analytics
What will happen? How will people react? Is this a fraud?
Anticipating future trends and their potential impact is crucial for proactive decision-
making. RealSoft’s Predictive Analytics uses advanced statistical and modeling
techniques to determine future performance, enabling your business to make data-
driven decisions.
Our Predictive Analytics technology makes predictions about certain unknowns in"
c01862dcf8b8,c01862dcf8b8_p072_c002_27f4d268a972ac3a,72,The Content of RealSoft (1).pdf,1047,1540,recursive,2026-02-08T13:12:03.627391+00:00,"re performance, enabling your business to make data-
driven decisions.
Our Predictive Analytics technology makes predictions about certain unknowns in
the future, helping you anticipate customer behavior, market trends, and potential
fraud risks.
We employ various predictive models, including decision trees, linear and logistic
regressions, as well as emerging deep learning methods and technologies like
neural networks.
5- Prescriptive Analytics
What should I do? How can I make it happen?"
c01862dcf8b8,c01862dcf8b8_p073_c001_ba8ec8cb9963264d,73,The Content of RealSoft (1).pdf,0,1168,recursive,2026-02-08T13:12:03.627391+00:00,"Building upon the insights gathered from Descriptive, Diagnostic, and Predictive
Analytics, Prescriptive Analytics recommends specific actions or strategies to
improve business outcomes.
By factoring in information about possible situations or scenarios, available
resources, past performance, and current performance, Prescriptive Analytics
offers valuable guidance to optimize decision-making. We utilize machine learning
to help your business make informed and effective choices based on computer
program predictions.
Solutions- Data Governance & Management
Page Link: https://www.realsoft-me.com/data-governance-
management/
Content:
Data Governance & Management
RealSoft has been a leader in the business intelligence and data analytics field
since 1999
Overview
Today, well-designed data platforms are critical for supporting top-down reporting
and analysis requirements. RealSoft is a one-stop shop that helps business and
analytics leaders use data and technology to drive better insights and actions.
Through its reports and advisory services, we help organizations maximize their
data and analytics investments. Its researchers and consultants each have more"
c01862dcf8b8,c01862dcf8b8_p073_c002_ee119f6b147ae58f,73,The Content of RealSoft (1).pdf,1018,1441,recursive,2026-02-08T13:12:03.627391+00:00,"its reports and advisory services, we help organizations maximize their
data and analytics investments. Its researchers and consultants each have more
than 25 years of experience in the field. They are uniquely qualified to help
business and technical leaders succeed with business intelligence, analytics, data
management, data governance, performance management, master data,
metadata, data integration, and data science."
c01862dcf8b8,c01862dcf8b8_p074_c001_8667f61f9cb6c5b2,74,The Content of RealSoft (1).pdf,1,1170,recursive,2026-02-08T13:12:03.627391+00:00,"How can we help?
- Professional Services
RealSoft has built several big data ecosystems in different domains, e.g.,
enterprise, sectorial, national, regional, and international for numerous
organizations in the MENA region. A modern information supply chain refines data
in zones while providing different types of users access to optimal points in the
supply chain.
- Landing Area
Here, data is ingested, time-stamped, tagged with metadata, and perhaps
encrypted. It is also often ingested in increments via change data capture and
snapshots via periodic refreshes to support time series and other analyses. Very
few business users, if any, access the data in this zone since it’s still in its raw
state, reflecting source system schemas. Only data scientists (~2% of employees)
access this zone. They prefer to use raw, atomic data rather than the scrubbed,
transformed, and aggregated data found in a data warehouse.
- Data Hub
The data hub consists of base-level tables that feed downstream systems and
tools. The base tables consist of clean, flattened, subject-area tables as well as
master data, reference data, and standard KPIs and dimensions that can serve as"
c01862dcf8b8,c01862dcf8b8_p074_c002_8c797c4c1be7d01c,74,The Content of RealSoft (1).pdf,1020,1692,recursive,2026-02-08T13:12:03.627391+00:00,"ase tables consist of clean, flattened, subject-area tables as well as
master data, reference data, and standard KPIs and dimensions that can serve as
the building blocks of analytic
applications. Data analysts (~8% of employees) access the hub to populate self-
service visualization tools and create dashboards to share with others.
- Business Views
A business view represents data in the hub or elsewhere that data explorers (~30%
of employees) can view, manipulate, and query. A business view can be the
semantic layer of a BI tool, a database view, or a data service provided by a data
virtualization tool or data-centric API. The business view makes it easy for data"
c01862dcf8b8,c01862dcf8b8_p075_c001_5b4e1a38217957f0,75,The Content of RealSoft (1).pdf,0,1155,recursive,2026-02-08T13:12:03.627391+00:00,"explorers to edit existing reports and dashboards or create ad hoc reports to get
exactly the information they need to make decisions or take action.
- Analytic Applications.
Here, data consumers (~60% of employees) consume predefined reports and
dashboards built by data analysts, data engineers, or the IT department using BI
tools and custom development environments. The data consumers view, navigate,
and interact with these reports and dashboards that can answer 60–80% of the
questions they ask on a daily basis and use self-service BI tools for the remainder.
The Modern Analytics Ecosystem
- The modern analytics ecosystem
Supports multiple data pipelines and bidirectional flows of data. But all the
components work together seamlessly to support the continuous flow of data from
source to users, who are shielded from its complexity through data abstraction
tools.
- Bidirectional
In addition, the information supply chain is not linear. Rather, it is iterative and
bidirectional. Many downstream systems feed data back into the data hub, where
the data or artifacts (i.e., metrics, dimensions, reference data) can be reused.
- Data Environment"
c01862dcf8b8,c01862dcf8b8_p075_c002_0318527a1f4aa917,75,The Content of RealSoft (1).pdf,1005,1821,recursive,2026-02-08T13:12:03.627391+00:00,"am systems feed data back into the data hub, where
the data or artifacts (i.e., metrics, dimensions, reference data) can be reused.
- Data Environment
Each element depicted in the data environment can be implemented numerous
ways; some might reside in a data lake, lakehouse or, data warehouse and others
outside of it, in a relational database or the cloud. There is no single best way to
design a data environment. That’s because data processing technologies are
evolving fast. Relational, Hadoop, NoSQL, and cloud platforms continue to add
features and functions, perpetually shifting which workloads each platform is best
suited to support; however, both the data warehouse and data lake can form the
backbone of any data analytics processing environment and meet the data
management needs of modern enterprises."
c01862dcf8b8,c01862dcf8b8_p076_c001_17a49b1c381bd445,76,The Content of RealSoft (1).pdf,1,1149,recursive,2026-02-08T13:12:03.627391+00:00,"- Abstraction
Business users (and some developers) are shielded from the complexity of this
ecosystem by data abstraction tools. Specifically, casual users query data via
reports or BI semantic layers that make all data appear unified and local. Power
users typically search a data catalog to download relevant data sets and publish
their output back into the catalog for others to use
Use Cases
Data Platforms
1. (Data = known + Questions = Known) >> Data virtualization + Traditional
DW
2. (Data = Known + Questions = Unknown) >> Traditional DW
3. (Data = unknown + Questions = Known) >> Context-Independent DW +
Data Lake + Data Virtualization + Data Science
4. (Data = Unknown + Questions = Unknown) >> Data Lake + Data Science +
Context-Independent DW +Data Virtualization
Analytics platform
1. (Data = known + Questions = Known) >> Reporting + Traditional BI (Visual-
Based Exploration)
2. (Data = Known + Questions = Unknown) >> BI (Visual-Based Exploration)
3. (Data = unknown + Questions = Known) >> Context-Independent BI
(Visual-Based Exploration) + Augmented Analytics
4. (Data = Unknown + Questions = Unknown) >> Context-Independent BI"
c01862dcf8b8,c01862dcf8b8_p076_c002_6ee9e3fa89efa2fe,76,The Content of RealSoft (1).pdf,1000,1209,recursive,2026-02-08T13:12:03.627391+00:00,"Known) >> Context-Independent BI
(Visual-Based Exploration) + Augmented Analytics
4. (Data = Unknown + Questions = Unknown) >> Context-Independent BI
(Visual-Based Exploration) + Supporting Augmented Analytics"
c01862dcf8b8,c01862dcf8b8_p077_c001_a9a4508bfc633f88,77,The Content of RealSoft (1).pdf,1,1170,recursive,2026-02-08T13:12:03.627391+00:00,"Technologies portfolio
- Data Ingestion
The process of obtaining and importing data for immediate use or storage in the
database; Data can be streamed in real-time or ingested in batches.
- Data Storage
All Data formats, e.g., structured, semi-structured, and unstructured, can be
recorded and stored in relational (SQL) and non-relational databases (NoSQL).
- Data Integration
The process of combining data from different sources into a single, unified view;
begins with the ingestion process and includes steps such as ETL, cleansing, and
mapping as well as transformation.
- Data Management
The practice of collecting, organizing, protecting, and storing an organization’s
data; it includes data preparation, data pipelines, data catalog, data governance,
data architecture, data security, data modeling, metadata, as well as master &
reference data management.
- Data Processing
Data processing occurs when data is collected and translated into usable
information. Usually performed by a data scientist or team of data scientists, it is
important for data processing to be done correctly so as not to negatively affect the
end product or data output.
- Data Sharing"
c01862dcf8b8,c01862dcf8b8_p077_c002_17ebbb49e2bdfe79,77,The Content of RealSoft (1).pdf,1020,1412,recursive,2026-02-08T13:12:03.627391+00:00,"ata scientists, it is
important for data processing to be done correctly so as not to negatively affect the
end product or data output.
- Data Sharing
Data sharing as a technology has become highly relevant for businesses of all
sizes, whether they need to disseminate data across a large, global organization or
need to augment internal data with broader market data to gain better insights."
c01862dcf8b8,c01862dcf8b8_p078_c001_ca955d5fc8d19e23,78,The Content of RealSoft (1).pdf,0,1177,recursive,2026-02-08T13:12:03.627391+00:00,"- Data Science
Data science is the field of study that combines domain expertise, programming
skills, and knowledge of mathematics and statistics to extract meaningful insights
from data.
- Data Analytics
The process of examining data sets in order to find trends and draw conclusions
about the information they contain.
Solutions- Digital Transformation- E-government
Page Link: https://www.realsoft-me.com/e-government-2/
Content:
E-government
RealSoft enabling governments to identify the most important determinants to the
effective design and strategy implementation to move toward the highest level of
digital maturity
Overview
Ministries and government agencies strive to achieve the highest levels of digital
transformation as quickly as possible to facilitate and simplify access to
government services and information for beneficiaries – citizens, residents, tourists,
and businesses, taking advantage of the huge and continuous development in
communications and information technology
E-Government Indicators
Among the most important initiatives related to digital transformation are the e-
government projects that are being implemented by almost all countries. The"
c01862dcf8b8,c01862dcf8b8_p078_c002_24bb319b2abfc6f0,78,The Content of RealSoft (1).pdf,1027,1341,recursive,2026-02-08T13:12:03.627391+00:00,"he most important initiatives related to digital transformation are the e-
government projects that are being implemented by almost all countries. The
United Nations pays great attention to this program through the Division for Public
Institutions and Digital Government (DPIDG) of the United Nations Department of"
c01862dcf8b8,c01862dcf8b8_p079_c001_da62ec6a76fad311,79,The Content of RealSoft (1).pdf,0,1153,recursive,2026-02-08T13:12:03.627391+00:00,"Economic and Social Affairs (UNDESA)> UNDESA compiles competitiveness
development indicators (EGDI) that are published on a regular basis
see: https://publicadministration.un.org/egovkb/en-us/About/Overview/-E-
Government-Development-Index.
Partnership
RealSoft, along with its partners from ministries and government agencies, has
contributed to the implementation of many e-government projects in many
countries. RealSoft’s approach to achieving e-government is based on the fact that
the basis of digital transformation is continuous updating and development in
processes, policies, and procedures, in addition to public participation, and
integration of the business community to take advantage of the opportunities
offered by modern technologies.
Innovation
RealSoft consultants and engineers have provided services for process
reengineering, database restructuring, and developing systems and applications to
achieve the strategic objectives of the e-government by raising the efficiency and
quality of services provided to citizens and the business sector. It enabled RealSoft
customers and partners in the government sector to keep pace with the"
c01862dcf8b8,c01862dcf8b8_p079_c002_8d41602ebe2312d2,79,The Content of RealSoft (1).pdf,1003,1762,recursive,2026-02-08T13:12:03.627391+00:00,"ty of services provided to citizens and the business sector. It enabled RealSoft
customers and partners in the government sector to keep pace with the
development of e-government and digital transformation strategies, and even to get
ahead of other local and international government agencies.
Smart Services
RealSoft, with its partners, sought to move quickly and flexibly from one stage to
another within the digital transformation strategy, starting from the dissemination of
information, statistics, and indicators, through the automation of services and
processes, to smart services, and the provision of capabilities that allow workers to
benefit from machine intelligence, in providing effective services, and achieving the
concept of agile government."
c01862dcf8b8,c01862dcf8b8_p080_c001_8d51636930ff480d,80,The Content of RealSoft (1).pdf,1,1198,recursive,2026-02-08T13:12:03.627391+00:00,"Unification and Integration
The concept of standardization, classifications, and integration of procedures and
information is at the heart of the e-government project. The integration of processes
and databases in providing e-services constitutes an independent level of maturity
in the application of the e-government concept; Where the feasibility of electronic
services is manifested in a single service station, which achieves a shortcut in
obtaining approvals, certificates, and ratifications from multiple parties through
integration between the parties concerned with each service, which considerably
saves time and effort.
Our Clients
- Ministry of Interior
- Ministry of Industry, Trade and Supply
- Social Security Corporation
- Public Security Directorate
- Department of Statistics
- Civil Health Insurance Administration
- Ministry of Local Administration
- Meteorological Department
- General Authority for Statistics
- Ministry of Transport
- Land Transport Regulatory Commission
- Ministry of Interior – The Hashemite Kingdom of Jordan
- Civil Status and Passports Department
Solutions- Digital Transformation- Elections
Page Link: https://www.realsoft-me.com/elections-2/
Content:"
c01862dcf8b8,c01862dcf8b8_p081_c001_40ca0a73ea1440e1,81,The Content of RealSoft (1).pdf,0,1191,recursive,2026-02-08T13:12:03.627391+00:00,"Elections
Parliamentary and local elections represent one of the most important and sensitive
projects implemented by the government in Jordan and the world, due to the
challenges involved in this process, as the quality of any and every stage of the
electoral process cannot be compromised.
Overview
From 2003 until 2024, RealSoft, in cooperation with Palco, provided the systems
and technical services to run six general election sessions for the Jordanian
Parliament, in addition to five local elections, the last of which was in 2024. The
local election in Jordan has three levels of government: mayoralties
municipal and local and governorate councils.
Law Amendments
The Jordanian election law witnessed many developments and amendments. The
internal bylaw and executive procedures have been amended several times as
well. In the year 2012, the management of the electoral process was transferred
from the Ministry of the Interior to the Independent Election Commission in 2011.
The systems developed by RealSoft kept pace with these changes and
amendments efficiently and quickly, which enabled the Jordanian state to adhere to
the timetables set for the electoral process every time."
c01862dcf8b8,c01862dcf8b8_p081_c002_7198beb9c461118d,81,The Content of RealSoft (1).pdf,1041,1355,recursive,2026-02-08T13:12:03.627391+00:00,"hanges and
amendments efficiently and quickly, which enabled the Jordanian state to adhere to
the timetables set for the electoral process every time.
Solution Features
The system developed by RealSoft provides
- The calculation of results
- The registration of candidates
- The management of the electoral process"
c01862dcf8b8,c01862dcf8b8_p082_c001_de53f8abd0377aa4,82,The Content of RealSoft (1).pdf,0,927,recursive,2026-02-08T13:12:03.627391+00:00,"- Reporting and analysis for the various data and stages of the electoral 
process 
- Integration with electoral registry services at Civil Status and Passports 
Department 
Security and Performance 
Over the course of eleven electoral processes, spanning more than twenty years, 
the systems developed by RealSoft worked with high efficiency, performance, 
security, and availability, as all electoral processes went smoothly in all 
governorates, cities and villages. 
Timely Information 
The continuous flow of data from the polling stations and the vote counting halls 
provided real-time information to the electoral management, the media and the 
public about polling percentages and the results of vote counting. The system also 
contributed to the speed of calculating and checking the numbers and extracting 
the results. 
 
 
 
 
 
 
 
 
Solutions -Mobile Solutions 
Page Link: https://www.realsoft-me.com/mobile-solutions/ 
Content: 
Mobile Solutions"
c01862dcf8b8,c01862dcf8b8_p083_c001_07039df9e84fd978,83,The Content of RealSoft (1).pdf,0,1198,recursive,2026-02-08T13:12:03.627391+00:00,"RealSoft’s mobile solutions transformed field work and public service delivery for
local governments, and powered business models that rely on data with efficient
data collection. Modernize your processes today.
Overview
Since 2002, RealSoft has been forging a remarkable legacy in mobile application
development. From pioneering statistical data collection on Palm OS devices to
revolutionizing the calculation of consumer price indexes, we have consistently
pushed boundaries. With a rich history of implementing comprehensive census
programs and developing cutting-edge solutions for PDAs, smartphones, and
tablets, we continue to redefine statistical applications.
Moreover, RealSoft’s mobile solutions transformed the government sector field
work strategies because they provided access to government technologies while
out in the field, and they also enhanced the m-Government responsiveness and
connection to the public in the service delivery.
Capabilities
- Efficient Data Collection
Allows you to collect essential data proficiently using mobile smart phones and
tablets that use mobile applications.
- GIS Mobile
Uses maps and spatial data to identify places and navigate to the intended"
c01862dcf8b8,c01862dcf8b8_p083_c002_9f79062eec4920ab,83,The Content of RealSoft (1).pdf,1049,1405,recursive,2026-02-08T13:12:03.627391+00:00,"mobile smart phones and
tablets that use mobile applications.
- GIS Mobile
Uses maps and spatial data to identify places and navigate to the intended
location, collect spatial information, or display data.
- Integral to Field Work
Enables users to complete work in the field based on an automated workflow,
including inspections, code, and law enforcement."
c01862dcf8b8,c01862dcf8b8_p084_c001_e898aa4ddf4ab319,84,The Content of RealSoft (1).pdf,1,1145,recursive,2026-02-08T13:12:03.627391+00:00,"What we do
- Building and implementing enterprise mobility solutions
- Automate government workflows using mobile technology
- Combine mobile technology with GIS for data collection
- Provide training on mobile technology and developed solutions
- Successfully incorporate mobile technologies into field work processes and
operations to enhance efficiency, productivity, and data collection
Our Mobile Solutions
- Statistics
RealSoft offers specialized statistical centers equipped with the Al-Khwarizmi
mobile application, enabling efficient and accurate data collection. By utilizing
handheld units and mapping capabilities, researchers can easily access work
locations, editing the spatial data for demarcation process, and gather
comprehensive information, ensuring rapid and high-quality data acquisition from
diverse sources.
- Inspection & Compliance
In addition to the statistical products dedicated to data collection, RealSoft has
provided mobile systems for inspections and compliance, such as labor
inspections, fishing regulations enforcement, and municipal inspections to many
clients in Qatar, Oman and Saudi Arabia.
- GIS Mobile"
c01862dcf8b8,c01862dcf8b8_p084_c002_f9f3c3df668576f4,84,The Content of RealSoft (1).pdf,995,1612,recursive,2026-02-08T13:12:03.627391+00:00,"e, such as labor
inspections, fishing regulations enforcement, and municipal inspections to many
clients in Qatar, Oman and Saudi Arabia.
- GIS Mobile
Many portable programs can be enriched by using maps and spatial data, whether
to identify places and navigate to the intended location, collect spatial information,
or display data on a map. Therefore, RealSoft has developed portable programs on
smartphones and tablets that provide wide capabilities for collecting and displaying
spatial data on mobile devices and using these capabilities in statistical
applications, inspection, and others.
- Electronic Services"
c01862dcf8b8,c01862dcf8b8_p085_c001_a47ef17a508dfba5,85,The Content of RealSoft (1).pdf,0,1135,recursive,2026-02-08T13:12:03.627391+00:00,"Many users prefer to obtain electronic services, such as government services,
through phones or tablets, so Realsoft worked with its partners of electronic service
providers to put mobile applications at the forefront of service access channels. In
the foreground, the applications are suitable for various types of devices, both new
and old.
Custom Applications
Some organizations need mobile applications dedicated to carrying out some
specific operations, or extending some office functions through mobile applications,
or building an integrated mobile application according to the customer’s desire,
these applications should work on various devices in the iOS, Android, and
Windows environment. On the other hand, it should have a convenient design and
modern user experience.
RealSoft provides applications customized to the client’s needs with competitive
quality and efficiency. It also provides what the application requires to operate well
in terms of integration with the customer’s local systems and services or external
web services, such as automatic payment, geographical maps, public information,
and others.
Frameworks"
c01862dcf8b8,c01862dcf8b8_p085_c002_03e488d388a5bd2d,85,The Content of RealSoft (1).pdf,985,1421,recursive,2026-02-08T13:12:03.627391+00:00,"stomer’s local systems and services or external
web services, such as automatic payment, geographical maps, public information,
and others.
Frameworks
We develop, integrate, and engineer custom applications with multiple technologies
and frameworks, including the Native, Cross-Platform and Hybrid Applications.
Realsoft applications are available with the following frameworks:
- iOS Native
- Xamarine
- Flutter
- .Net
- Android Native"
c01862dcf8b8,c01862dcf8b8_p086_c001_239d28a0ebe008f5,86,The Content of RealSoft (1).pdf,1,801,recursive,2026-02-08T13:12:03.627391+00:00,"Our Clients 
 Ministry of Interior 
 Ministry of Administrative Development, Labour & Social Affairs 
 Arab Potash 
 PCBS (Palestinian Central Bureau of Statistics) 
 Social Security Corporation 
 UNICEF 
 Department of Statistics 
 RAK Center for Statistics & Studies (Government of Ras Al Khaimah) 
 National Center for Statistics and Information – Sultanate of Oman 
  Ministry of Industry, Trade and Supply 
 Ministry of Agriculture, Fisheries and Water Resources – Sultanate of Oman 
 
 
 
Solutions- System Integration- Government Integration 
Page Link: https://www.realsoft-me.com/government-integration-2/ 
Content: 
Government Integration 
RealSoft integrating the governmental services together, to enable our society 
accessing them in a unify seamless experience depending on citizens' needs 
 
Overview"
c01862dcf8b8,c01862dcf8b8_p087_c001_3ac517a3d4c1ab8c,87,The Content of RealSoft (1).pdf,0,1163,recursive,2026-02-08T13:12:03.627391+00:00,"Government agencies need to integrate their systems and databases with each
other and with external parties to improve the quality of services they provide to
beneficiaries. They also need to standardize the classifications used in various
operations and in extracting indicators and statistical tables.
The continuous development of the integrated government network at the level of
services and data is vital to provide modern government services to beneficiaries –
citizens, residents, tourists, and businesses, so that they can obtain the single
service from one source, which saves time and cost, and ensures the government
safety of procedures, data validity and integration in databases to support decision-
making on different levels.
Integrated services
E-government strategies play an important role in achieving this necessary
integration, between various ministries and government agencies, as one of the
requirements for the success of e-government projects and digital transformation.
This integration is not just establishing networks and software, but also integrated
processes, which redefine the concept of government services, through policies,"
c01862dcf8b8,c01862dcf8b8_p087_c002_b6e8c9937f0d38d8,87,The Content of RealSoft (1).pdf,1013,1914,recursive,2026-02-08T13:12:03.627391+00:00,"on is not just establishing networks and software, but also integrated
processes, which redefine the concept of government services, through policies,
procedures and systems based essentially on partnerships between the various
parties involved in providing various government services.
Decision Support
One of the basic duties of the government administration is to provide indicators
and statistics on its individual and overall performance, for the purposes of
supporting decision-making. This comes through the design and application of
interconnected and integrated systems and databases to define and calculate local
and international development indicators, such as indicators of Sustainable
Development Goals (SDG).
Innovation
RealSoft has provided several electronic integration projects between government
agencies as part of the digital transformation initiatives, and e-government projects"
c01862dcf8b8,c01862dcf8b8_p088_c001_cbf19fca215f647d,88,The Content of RealSoft (1).pdf,0,1186,recursive,2026-02-08T13:12:03.627391+00:00,"for the benefit of many ministries and government agencies in the region, as it
provided a new perspective on government services in accordance with the best
international practices and modern technologies
Unification & Standardization
RealSoft has implemented strategic projects in which it provided solutions to many
partners to integrate multiple databases, standardize classifications, and compile
indicators in order to support decision-making, and meet the needs of local
authorities and international organizations for international development indicators.
Security & privacy
RealSoft’s solutions include integrating operations and services, as well as
integrated data warehouses, putting privacy, security, and safety of data at all
stages of engagement and processing at the forefront.
Solutions- System Integration- Banking
Page Link: https://www.realsoft-me.com/government-integration-2/
Content:
RealSoft has capitalized on its wide spectrum of skills and offered its solutions to
the banking sector and offered the following solutions.
Web System for Sundries, certificates and returned checks
It is centralized web system serving all branches of Housing Bank for Trade and"
c01862dcf8b8,c01862dcf8b8_p088_c002_52b0bf776a99eeea,88,The Content of RealSoft (1).pdf,1036,1322,recursive,2026-02-08T13:12:03.627391+00:00,"g solutions.
Web System for Sundries, certificates and returned checks
It is centralized web system serving all branches of Housing Bank for Trade and
Finance in Jordan. It is build using Oracle ADF technology and Oracle database
using SSO and LDAP for authentication and authorization."
c01862dcf8b8,c01862dcf8b8_p089_c001_2b1bcce2635872b9,89,The Content of RealSoft (1).pdf,1,1123,recursive,2026-02-08T13:12:03.627391+00:00,"Classification of Credit facilities and calculation of impairment provisions
A full fledged system installed at Arab Bank and all its branches all over the world.
It conforms to the central bank of Jordan rules and regulations and allows for
prompt compliance with such regulations.
Reuters Ticket Output Feed (TOF) Integration Module with Oracle FlexCube Core
banking system
Union bank requested an integration service to allow for receiving confirmed trades
with Reuters through to Oracle FlexCube bank office core banking system.
Ticket Output Feed known as (TOF) is an industry standard Straight Through
Processing (STP) feed Reuters Dealing,The Ticket Output Feed known as (TOF) is
an industry standard Straight Through Processing Market Feed protocol and has
two recognised formats Serial (RS232) and TCP/IP
The integration platform was built on JAVA technology and offers seamless
integration with FlexCube using Service Oriented architecture paradigm. The
system is TCP/IP client that interacts with Thomson Reuters Dealing direct
services.
When a Thomson Reuters Dealing conversation is initiated and subsequently"
c01862dcf8b8,c01862dcf8b8_p089_c002_e310342dfc9f11b1,89,The Content of RealSoft (1).pdf,973,1708,recursive,2026-02-08T13:12:03.627391+00:00,"s TCP/IP client that interacts with Thomson Reuters Dealing direct
services.
When a Thomson Reuters Dealing conversation is initiated and subsequently
progresses using the Thomson Reuters Dealing Direct Service, the Dealing server
(TCSS) extracts key information about the conversation and any deal that is
proposed within it. This information includes the counterparty, the currencies traded
and the value date or date. Our Software accesses the Dealing Server through
Ethernet and extract the provided information and automatically relays the
information to Flexcube in order to make the necessary effect on customers
accouts.
heck printing module with check digit facilities fully integrated with Oracle
FlexCube core banking system"
c01862dcf8b8,c01862dcf8b8_p090_c001_199d08890695d088,90,The Content of RealSoft (1).pdf,0,1197,recursive,2026-02-08T13:12:03.627391+00:00,"In order to satisfy the increasing demand of modern banking services, Union Bank
opted to enhance check–book issuance procedures and optimize data entry steps
required to activate the process. Additionally, Union bank introduced mechanisms
to harden checkbook authenticity.
RealSoft delivered a system that is built using Oracle ADF J2EE Web Technology
and is deployed on the existing Weblogic Server and Oracle Database. The system
fully integrates with FlexCube through the available IFlex APIs. The system covers
the following functions
The check Digit System divides the users into two main groups, Makers and
Checkers. Mainly, the Maker creates the cheque request and the Checker
approves it.
The main functions of the system are:
- Create Cheque Request
- Approve Insufficient funds
- Fees Deduction
- Activation of check book (authorization to use by customer)
- Monitoring
- Special Fees per Customer Number (CIF)
- Special Fees per Customer Category
- Generating Reports for In House Printing
- Verification Screen
- Administration and security screens
Clients
- Bank al Etihad
- Housing Bank
- Capital Bank
- InvestBank
- Arab Bank
- Bank of Jordan
- Cities and Villages Development Bank"
c01862dcf8b8,c01862dcf8b8_p091_c001_996577991de1ffe7,91,The Content of RealSoft (1).pdf,1,1153,recursive,2026-02-08T13:12:03.627391+00:00,"Solutions- GIS Solutions
Page Link: https://www.realsoft-me.com/gis-solutions/
Content:
GIS Solutions
Leveraging GIS for Powerful Planning, Navigation, and Analysis Solutions
Overview
At RealSoft we recognize the importance of Geographic Information Systems (GIS)
in our data-driven world. We have seamlessly integrated GIS into our products,
providing valuable tools for managing field activities and analyzing spatial data.
RealSoft operates across industries like statistics, transportation, and utilities,
where GIS is crucial for accuracy and efficiency. RealSoft leverages GIS solutions
to streamline fieldwork, monitor survey coverage, and provide navigation
assistance. By integrating GIS into our statistical solutions, RealSoft ensures
comprehensive and timely coverage for their clients.
How can we help?
- Census & survey projects
Our product Al-Khwarizmi empowers clients to conduct censuses and surveys,
utilizing GIS technologies to streamline project processes.
- Data collection on maps
Delineate collected data on maps using the latest GIS technologies and tools, such
as ESRI ArcGIS, Google maps and QGIS software.
- Spatial Data ETL"
c01862dcf8b8,c01862dcf8b8_p091_c002_93822cf2124d2669,91,The Content of RealSoft (1).pdf,1003,1273,recursive,2026-02-08T13:12:03.627391+00:00,"s
Delineate collected data on maps using the latest GIS technologies and tools, such
as ESRI ArcGIS, Google maps and QGIS software.
- Spatial Data ETL
Integrate spatial data from a range of sources; geo databases, web services, QGIS
to meet target database requirements."
c01862dcf8b8,c01862dcf8b8_p092_c001_ad87dcff9d5ab66f,92,The Content of RealSoft (1).pdf,0,1175,recursive,2026-02-08T13:12:03.627391+00:00,"- Map Update
Enable clients to modify maps on tablets in addition to sending updates to geo-
spatial database.
- GIS services
We provide various GIS services, like, professional consulting, training, and
ongoing support.
RealSoft’s Offerings
- Solutions
RealSoft provides GIS-based solutions for planning, processing, and analyzing
data. Al Khwarizmi survey platform enables GIS-powered census and survey
projects, integrating data with GIS databases. Transportation, communications, and
water network studies utilize GIS maps for precise data delineation. We utilize
ESRI ArcGIS, Google maps, and QGIS software for accuracy and efficiency.
- Applications
RealSoft offers a variety of GIS applications. Our Map Update product is an offline
digital map editing tool enables efficient creation and modification of map features
on tablets. It allows users to send updates to the Geospatial database based on
field data. Additionally, our web-based GIS platform empowers organizations to
manage fieldwork activities, coordinate teamwork, allocate workloads, and review
and approve data.
- Spatial ETL
RealSoft’s GIS ETL product extracts and integrates spatial data from ESRI, web"
c01862dcf8b8,c01862dcf8b8_p092_c002_e0b740ba2b28e112,92,The Content of RealSoft (1).pdf,1025,1474,recursive,2026-02-08T13:12:03.627391+00:00,"eamwork, allocate workloads, and review
and approve data.
- Spatial ETL
RealSoft’s GIS ETL product extracts and integrates spatial data from ESRI, web
services, and QGIS. It ensures data validation and transformation for survey
databases and map editing applications. This streamlines data integration,
providing easy access to critical spatial data for real-time analysis. Our GIS ETL
product automates workflows, enhancing productivity.
- Services"
